claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_weight,fraud,latitude,longitude
11111,42.0,F,1.0,76,37380.0,0,1,Own,Local,3,1.0,65,Phone,1,7031.578729,7.0,Large,4247.098646,15492.79035,0,42.05,-93.69
6366,37.0,M,1.0,79,36125.0,1,1,Own,Parking Lot,1,0.0,4,Phone,1,6264.437385,4.0,Medium,7398.463322,9746.65433,0,38.67,-77.99
17936,44.0,M,1.0,74,37854.0,1,1,Own,Highway,0,0.0,23,Broker,1,3497.888616,8.0,Compact,10727.19215,17539.18876,0,40.13,-79.9
22877,52.0,M,1.0,73,39510.0,1,1,Own,Local,1,0.0,88,Phone,1,3981.582887,6.0,Medium,14486.84854,48585.11253,0,39.37,-104.85
14352,34.0,M,1.0,71,35280.0,1,1,Own,Parking Lot,2,0.0,50,Broker,1,7283.683461,6.0,Compact,7340.400662,17949.785,0,33.56,-112.09
4424,65.0,M,1.0,88,41733.0,1,1,Rent,Highway,1,0.0,68,Broker,1,3437.645753,9.0,Large,27089.17208,33276.1974,1,39.74,-104.86
28553,28.0,M,1.0,89,33329.0,1,1,Rent,Highway,2,0.0,57,Online,1,8107.981553,6.0,Large,28425.90469,43179.26338,0,38.87,-77.4
9276,25.0,M,0.0,74,32184.0,1,1,Rent,Parking Lot,0,0.0,97,Online,0,4718.617233,4.0,Large,25128.9126,10231.21995,0,42.05,-93.69
26603,50.0,M,1.0,76,39129.0,1,1,Own,Highway,0,0.0,42,Broker,1,6947.358694,3.0,Large,15988.86512,40787.91355,1,39.83,-105.06
18726,52.0,M,1.0,56,39500.0,1,0,Own,Local,0,0.0,68,Broker,0,7220.140802,8.0,Medium,20702.708,14052.35653,0,42.17,-94.1
2219,34.0,F,0.0,51,35271.0,1,0,Rent,Parking Lot,2,0.0,77,Phone,1,1682.400305,2.0,Large,16048.02035,9455.052229,0,33.46,-111.98
12151,24.0,F,1.0,84,31789.0,1,0,Rent,Local,2,0.0,0,Online,1,4000.798424,2.0,Compact,18220.40202,17271.26679,0,38.79,-77.53
10684,66.0,F,1.0,46,41905.0,1,1,Own,Local,0,0.0,0,Broker,0,6501.241396,4.0,Compact,11128.12104,5218.861836,0,39.6,-104.71
15877,51.0,M,1.0,81,39327.0,1,0,Rent,Local,0,0.0,50,Broker,0,2103.525247,5.0,Medium,38252.88557,15286.65337,0,42.05,-93.87
4783,53.0,F,1.0,36,39712.0,0,0,Own,Highway,3,0.0,49,Broker,1,7471.515573,5.0,Compact,23064.51761,18849.73741,0,33.45,-112.07
6469,34.0,M,1.0,91,35264.0,1,0,Own,Local,0,1.0,92,Phone,1,8469.409726,3.0,Medium,13888.8196,40111.48814,0,33.59,-112.11
17726,43.0,M,1.0,78,37578.0,1,1,Own,Local,0,0.0,3,Broker,0,3866.137767,3.0,Compact,21910.78013,18496.3575,0,38.92,-77.35
9483,76.0,M,1.0,55,43317.0,0,1,Own,Local,0,0.0,100,Phone,1,7440.897286,4.0,Medium,17369.2054,17257.28247,0,33.46,-111.98
14937,54.0,M,1.0,84,39878.0,0,1,Own,Local,0,0.0,12,Online,0,2361.463837,4.0,Medium,22269.24052,10314.33268,0,39.7,-104.79
23254,50.0,M,1.0,41,39103.0,1,1,Own,Parking Lot,0,1.0,10,Phone,1,4424.577577,3.0,Compact,21721.07079,20972.16958,0,33.49,-112.21
6624,33.0,M,1.0,85,34953.0,1,1,Rent,Parking Lot,0,1.0,100,Broker,0,8881.099255,5.0,Large,23575.91833,80020.03583,0,40.25,-79.93
10161,75.0,M,1.0,69,43161.0,1,1,Own,Local,0,0.0,34,Phone,1,3639.357981,2.0,Compact,32037.5054,35918.85025,0,40.66,-80.24
1107,47.0,M,1.0,60,38511.0,1,1,Rent,Parking Lot,0,0.0,95,Broker,0,5600.957211,9.0,Compact,16197.81308,26539.32679,0,38.92,-77.35
26400,54.0,M,1.0,87,39904.0,0,1,Rent,Highway,0,1.0,97,Phone,0,2991.574735,5.0,Large,22443.17978,46908.95569,0,38.84,-77.44
11126,39.0,F,0.0,59,36626.0,1,1,Rent,Local,0,1.0,97,Broker,1,3544.098171,1.0,Compact,39061.57346,20054.86555,0,40.38,-80.39
5865,36.0,M,1.0,73,35830.0,0,1,Own,Local,0,0.0,80,Phone,1,4544.184221,6.0,Compact,33395.35376,11416.50498,0,39.06,-77.39
7403,51.0,F,1.0,87,39313.0,1,0,Own,Highway,0,0.0,63,Broker,0,3027.803539,8.0,Compact,7073.68947,17019.3675,0,38.61,-77.64
26152,28.0,F,1.0,88,33313.0,1,1,Rent,Local,0,0.0,50,Online,1,4246.717451,2.0,Medium,12156.18933,21848.82109,0,39.6,-104.71
21220,63.0,F,1.0,66,41430.0,1,0,Own,Local,0,0.0,57,Broker,0,6580.323554,4.0,Large,32834.8218,24509.32383,0,40.61,-80.25
24078,45.0,F,0.0,83,38075.0,0,1,Own,Local,1,0.0,11,Broker,1,7083.894931,2.0,Medium,13742.0439,39898.60759,0,33.45,-112.08
13796,34.0,F,1.0,43,35270.0,1,1,Rent,Highway,0,0.0,71,Broker,0,8877.746263,5.0,Medium,48132.27533,29716.33057,0,39.0,-77.52
29391,20.0,F,1.0,77,29956.0,1,0,Rent,Local,0,0.0,66,Online,0,8194.355967,4.0,Compact,24654.24593,18506.94941,0,33.44,-112.07
16121,59.0,M,0.0,84,40801.0,0,0,Rent,Local,0,1.0,100,Phone,0,6569.365256,3.0,Compact,16530.69475,33099.31624,0,40.7,-93.36
6880,61.0,M,1.0,66,41102.0,1,0,Own,Parking Lot,0,0.0,50,Broker,1,6733.956326,8.0,Medium,40987.68485,13320.01428,0,33.5,-112.08
603,28.0,F,1.0,93,33329.0,1,0,Rent,Highway,1,0.0,61,Online,1,3677.058745,6.0,Compact,30948.73627,25707.01444,1,41.39,-95.01
12972,31.0,F,0.0,5,34341.0,1,1,Own,Parking Lot,0,1.0,78,Phone,0,3361.555692,3.0,Medium,20413.29276,13131.80845,0,38.75,-77.43
17322,24.0,F,1.0,63,31773.0,0,1,Own,Parking Lot,1,0.0,96,Online,0,8063.693503,6.0,Compact,18867.21078,8927.233426,0,42.15,-94.47
25886,40.0,F,1.0,93,36892.0,0,1,Own,Parking Lot,0,0.0,10,Broker,0,7949.745217,1.0,Large,11213.51678,24867.91799,0,40.38,-80.39
17180,33.0,F,1.0,87,34960.0,0,0,Own,Local,0,0.0,93,Phone,1,4518.343501,7.0,Medium,27756.42855,16305.52561,1,38.74,-77.55
5580,42.0,F,0.0,5,37380.0,0,1,Own,Local,0,0.0,51,Broker,0,5460.784135,5.0,Large,17481.80353,29581.64419,1,33.5,-112.03
12930,24.0,M,1.0,58,31778.0,1,1,Own,Local,3,0.0,99,Online,1,9174.242791,5.0,Medium,10710.46601,18125.97118,0,41.53,-93.9
17714,34.0,M,1.0,74,35276.0,0,0,Rent,Parking Lot,0,0.0,93,Broker,0,3139.429476,6.0,Medium,29855.92805,16230.50478,0,33.5,-112.05
18459,34.0,F,0.0,86,35261.0,1,0,Rent,Highway,0,0.0,31,Broker,0,4409.333158,3.0,Large,35873.51106,23068.48514,0,38.92,-77.35
25496,51.0,F,1.0,78,39332.0,1,0,Own,Local,0,0.0,1,Broker,1,5330.262868,5.0,Compact,8528.224004,15638.60254,0,38.97,-77.73
27756,27.0,F,1.0,71,32952.0,0,0,Rent,Highway,2,0.0,83,Online,1,6095.971117,3.0,Compact,12832.92068,14282.28545,1,42.03,-94.14
22956,40.0,M,1.0,83,36884.0,1,1,Rent,Highway,0,0.0,76,Broker,0,3195.065,5.0,Compact,12968.80138,21445.97543,1,38.87,-77.4
29101,49.0,F,1.0,61,38928.0,1,1,Own,Highway,2,0.0,100,Broker,1,12329.70546,9.0,Large,14989.44037,15910.48809,0,33.46,-111.98
17605,35.0,F,1.0,57,35553.0,1,0,Rent,Local,0,0.0,50,Broker,1,3045.53377,6.0,Large,7892.634048,12873.81845,0,39.88,-104.8
14149,46.0,M,0.0,88,38295.0,0,1,Own,Parking Lot,0,0.0,85,Phone,0,787.9567198,5.0,Compact,14003.94808,20599.74286,0,33.5,-112.05
14373,52.0,M,1.0,69,39505.0,1,0,Own,Highway,1,1.0,26,Broker,1,3724.942579,3.0,Large,15845.04299,14573.88868,0,33.49,-112.21
28651,46.0,M,1.0,69,38288.0,1,0,Rent,Local,0,1.0,34,Broker,0,3134.170771,5.0,Large,7997.206525,25975.50536,0,33.46,-111.98
12647,28.0,F,0.0,80,33309.0,1,0,Rent,Parking Lot,0,0.0,58,Online,0,6685.854264,7.0,Large,29790.2707,17043.91757,0,39.63,-104.78
14163,44.0,F,1.0,80,37832.0,1,1,Rent,Highway,0,0.0,5,Broker,1,6044.555138,9.0,Compact,9744.651165,31983.15104,0,33.63,-112.15
27502,31.0,F,0.0,80,34323.0,0,1,Own,Highway,1,1.0,50,Phone,1,7168.64202,5.0,Large,25877.44097,12257.33176,0,40.29,-79.88
25429,68.0,M,0.0,71,42188.0,0,0,Own,Parking Lot,1,0.0,14,Online,1,5154.138615,8.0,Compact,50606.86735,13354.40948,0,41.85,-94.01
24542,44.0,M,1.0,61,37854.0,1,0,Own,Local,0,1.0,97,Broker,1,7651.015634,4.0,Compact,7749.307514,61058.11086,0,41.71,-93.62
20197,43.0,M,1.0,77,37615.0,1,0,Own,Local,1,0.0,50,Broker,0,4743.522068,5.0,Compact,14192.76745,13903.89761,0,33.59,-112.1
4237,50.0,F,0.0,49,39130.0,1,0,Rent,Local,1,1.0,100,Broker,1,3672.06049,2.0,Large,22671.89492,6966.000781,0,38.79,-77.61
5879,56.0,F,1.0,64,40240.0,1,1,Rent,Local,0,0.0,51,Phone,0,6041.014771,9.0,Compact,23170.06038,18276.4168,0,41.36,-93.47
8605,67.0,F,1.0,79,42051.0,1,1,Own,Local,1,0.0,99,Broker,1,2877.986505,6.0,Large,49336.14117,28722.73698,0,40.56,-80.21
13235,25.0,F,0.0,89,32188.0,1,0,Rent,Parking Lot,0,0.0,75,Online,1,3870.48785,4.0,Medium,16148.44049,16768.77345,0,33.5,-112.17
23454,50.0,M,1.0,88,39125.0,1,1,Rent,Local,0,0.0,17,Broker,0,4778.376627,6.0,Large,14931.74593,20266.27605,0,40.76,-80.32
8807,22.0,M,0.0,44,30896.0,1,1,Rent,Parking Lot,0,0.0,3,Phone,0,4869.201348,2.0,Medium,19914.38432,5598.232975,0,40.63,-80.45
13765,69.0,M,1.0,88,42341.0,0,0,Own,Local,2,0.0,51,Phone,1,3890.52584,11.0,Compact,20818.60683,15573.16606,1,40.63,-79.94
22414,52.0,F,1.0,78,39513.0,0,0,Own,Local,1,0.0,92,Phone,0,4607.537696,6.0,Compact,13201.27483,7348.469112,0,42.41,-93.37
28260,41.0,M,1.0,72,37116.0,1,1,Rent,Highway,0,0.0,24,Phone,0,6516.59891,3.0,Compact,7627.082735,22236.92045,0,33.62,-112.13
17637,44.0,M,0.0,66,37854.0,1,0,Rent,Local,0,0.0,0,Online,0,3695.410932,9.0,Medium,24738.35027,6940.21776,0,40.66,-80.24
23098,45.0,F,1.0,57,38082.0,1,1,Own,Parking Lot,3,0.0,31,Broker,1,9823.270989,4.0,Compact,29258.52561,28897.49348,0,39.85,-105.13
16695,30.0,M,1.0,88,33999.0,1,1,Own,Local,0,0.0,52,Phone,0,2734.952124,3.0,Compact,19200.91535,24935.40526,0,33.3,-112.04
12016,63.0,F,0.0,64,41430.0,0,0,Own,Parking Lot,1,0.0,0,Broker,1,4210.751473,6.0,Medium,14637.6607,18851.81426,0,38.63,-77.67
14715,66.0,F,1.0,52,41901.0,0,0,Own,Local,1,0.0,59,Broker,1,8091.513009,9.0,Compact,15161.83274,34134.67566,1,39.16,-77.61
15788,51.0,F,1.0,71,39325.0,0,0,Rent,Local,0,0.0,29,Phone,1,5506.399877,4.0,Large,22485.71211,21972.27963,0,40.61,-79.74
3050,42.0,F,1.0,54,37378.0,1,1,Rent,Highway,0,0.0,93,Phone,0,2769.13099,4.0,Compact,7956.688524,14254.69507,0,38.92,-77.35
8950,53.0,F,0.0,93,39700.0,1,0,Own,Local,3,1.0,74,Phone,1,6806.61968,4.0,Compact,36667.88693,9790.569701,0,33.51,-112.12
15419,46.0,F,1.0,57,38283.0,1,1,Own,Parking Lot,0,0.0,84,Broker,1,4390.691424,5.0,Large,14536.49323,14480.32204,0,33.45,-112.09
18136,55.0,M,1.0,85,40088.0,1,1,Own,Parking Lot,2,0.0,10,Broker,1,3106.729321,7.0,Medium,54426.63365,26303.99647,0,41.89,-94.33
10451,50.0,F,1.0,76,39127.0,1,0,Rent,Parking Lot,1,0.0,19,Phone,0,2729.962541,5.0,Compact,23545.66194,5760.935067,0,41.2,-92.88
16340,54.0,M,1.0,70,39901.0,1,0,Rent,Parking Lot,1,0.0,50,Broker,1,3394.667907,3.0,Compact,27446.67645,13059.76858,0,39.64,-104.99
1716,54.0,F,1.0,93,39873.0,1,0,Own,Local,0,0.0,90,Broker,1,4189.608838,2.0,Compact,34897.16284,14413.51887,0,33.42,-112.2
1495,42.0,F,0.0,93,37392.0,1,1,Rent,Local,0,0.0,75,Broker,0,4257.201513,4.0,Compact,15081.06876,16698.52078,0,41.67,-93.24
2983,67.0,F,1.0,58,42052.0,0,1,Own,Local,0,0.0,27,Online,1,8664.000209,4.0,Medium,10704.21188,19738.63704,0,40.38,-80.39
17047,47.0,M,1.0,87,38509.0,1,1,Own,Highway,0,0.0,17,Broker,0,3552.649699,2.0,Compact,21587.46711,8125.700231,0,40.64,-79.84
24593,43.0,M,1.0,80,37614.0,1,1,Own,Parking Lot,0,0.0,65,Broker,0,7490.597318,1.0,Large,37137.60481,18578.20964,1,40.61,-80.25
7063,66.0,M,1.0,75,41905.0,1,1,Own,Local,0,0.0,41,Phone,1,8717.696196,4.0,Compact,32828.09484,29059.92869,0,39.69,-104.81
5806,37.0,F,0.0,94,36101.0,0,1,Own,Highway,0,0.0,100,Broker,0,5808.721406,5.0,Large,11915.72542,12766.60983,0,40.69,-80.3
22879,45.0,M,1.0,84,38067.0,1,1,Rent,Local,0,0.0,19,Phone,0,2476.36393,3.0,Large,40413.41853,45734.02584,0,41.01,-93.3
21954,56.0,F,1.0,65,40241.0,1,1,Own,Local,0,1.0,28,Broker,0,2725.767949,5.0,Compact,25380.72851,25524.63543,0,33.46,-111.98
19416,62.0,M,1.0,25,41263.0,1,1,Rent,Local,0,0.0,14,Broker,0,5965.054596,2.0,Large,28680.65885,26836.06666,0,39.0,-77.4
3319,24.0,M,0.0,63,31778.0,1,0,Own,Highway,1,0.0,34,Online,1,9194.407253,6.0,Medium,14805.13554,15690.83833,0,42.15,-94.47
26471,42.0,F,1.0,70,37364.0,1,1,Own,Parking Lot,0,0.0,17,Online,0,7065.494374,4.0,Large,25071.32657,20315.8947,0,33.45,-112.07
19783,37.0,M,1.0,93,36106.0,1,1,Rent,Highway,0,1.0,56,Broker,1,9761.055063,0.0,Medium,32334.23692,15903.68153,0,33.68,-112.09
7030,34.0,M,0.0,62,35261.0,1,1,Rent,Local,1,0.0,3,Broker,1,6723.312686,3.0,Compact,12730.54436,8207.691633,0,33.5,-112.05
18593,30.0,M,1.0,68,34021.0,1,1,Own,Local,5,0.0,49,Broker,1,5559.570213,4.0,Large,27248.81504,20412.74676,0,41.65,-93.47
4550,49.0,M,1.0,72,38917.0,0,0,Rent,Local,0,0.0,89,Phone,0,3484.529982,5.0,Medium,7130.08464,26785.75432,0,39.69,-104.81
26176,48.0,F,0.0,74,38717.0,1,1,Rent,Local,1,0.0,100,Broker,1,5367.092525,6.0,Compact,8976.139531,19761.18534,1,41.85,-94.01
11510,88.0,F,1.0,66,44781.0,0,1,Rent,Parking Lot,0,0.0,51,Broker,0,7696.074416,4.0,Medium,28941.33174,30470.04957,0,33.5,-112.05
12751,51.0,F,1.0,69,39328.0,1,1,Rent,Local,0,0.0,15,Broker,0,3428.351099,5.0,Medium,34954.58897,7583.77144,0,33.44,-112.12
20281,49.0,F,1.0,49,38918.0,1,0,Own,Local,1,1.0,50,Broker,0,5270.675438,1.0,Large,13599.3236,18606.2657,0,33.45,-112.07
21612,63.0,M,1.0,85,41440.0,1,1,Rent,Local,1,0.0,75,Broker,1,2854.584027,6.0,Medium,10202.62824,22439.78547,0,39.69,-104.81
6966,48.0,F,1.0,52,38725.0,0,1,Rent,Parking Lot,0,0.0,100,Broker,1,3792.191664,6.0,Compact,5531.573191,24952.14007,0,33.69,-112.0
14774,24.0,M,1.0,81,31788.0,0,1,Rent,Local,0,0.0,18,Online,0,7925.235853,1.0,Compact,42553.55063,31393.20159,0,40.12,-79.86
13940,53.0,F,1.0,73,39703.0,0,0,Own,Local,2,0.0,9,Broker,1,5751.640699,7.0,Large,13535.99931,38570.27712,0,40.27,-79.88
17254,43.0,F,1.0,81,37625.0,0,0,Own,Parking Lot,0,0.0,9,Phone,1,4806.361061,6.0,Medium,27972.45742,66641.1905,0,40.12,-79.86
25600,32.0,F,1.0,60,34663.0,0,1,Rent,Local,2,0.0,45,Phone,1,5401.415448,1.0,Compact,33067.32404,60269.20324,1,33.38,-112.11
6400,32.0,M,1.0,36,34664.0,1,1,Own,Local,0,0.0,97,Broker,1,2477.053179,3.0,Compact,15418.99602,39767.08676,1,40.55,-80.23
1928,37.0,F,0.0,83,36117.0,0,0,Own,Parking Lot,0,0.0,61,Phone,1,5591.891405,3.0,Medium,26711.53526,17846.49954,0,39.11,-77.83
6051,36.0,M,1.0,91,35816.0,1,1,Rent,Parking Lot,2,0.0,17,Broker,1,4443.750024,8.0,Large,21403.76813,22917.41884,0,33.3,-112.1
1234,32.0,F,1.0,72,34657.0,1,0,Rent,Local,1,0.0,29,Broker,1,8010.275669,5.0,Large,21723.42359,10407.71229,0,38.61,-77.64
14843,60.0,M,1.0,72,40944.0,1,0,Rent,Local,0,0.0,65,Broker,1,8493.914322,5.0,Compact,12070.04437,48245.81578,0,38.92,-77.35
1353,50.0,M,1.0,90,39104.0,1,0,Own,Local,1,0.0,78,Online,1,6280.140226,4.0,Medium,29694.77869,16144.67075,0,41.39,-95.01
15107,51.0,M,1.0,67,39326.0,0,1,Rent,Highway,1,0.0,88,Phone,1,3067.132748,7.0,Medium,21037.05541,42869.44905,0,33.3,-112.04
23410,52.0,M,1.0,72,39508.0,1,1,Own,Local,3,0.0,1,Broker,1,5943.95997,3.0,Compact,19568.78517,16709.76194,0,41.71,-94.92
12759,40.0,F,0.0,95,36904.0,1,0,Rent,Local,0,0.0,2,Online,1,3848.028353,6.0,Compact,20314.77576,29263.07124,0,39.16,-77.61
25605,39.0,M,0.0,93,36624.0,0,0,Own,Parking Lot,0,0.0,96,Broker,0,4290.216112,4.0,Large,27716.53814,20336.91446,0,38.66,-77.7
11487,44.0,M,1.0,46,37842.0,1,1,Own,Local,0,0.0,76,Phone,0,6923.933145,7.0,Compact,7781.436845,22922.2836,0,39.11,-77.83
16201,44.0,F,0.0,63,37840.0,1,0,Own,Parking Lot,0,0.0,39,Broker,1,8313.270831,6.0,Medium,20680.34397,8159.104549,0,42.03,-93.65
6226,47.0,F,1.0,73,38499.0,1,0,Own,Local,0,0.0,7,Broker,0,6246.080997,6.0,Compact,20826.99331,22153.85537,0,40.64,-79.84
7984,37.0,F,0.0,57,36115.0,1,0,Rent,Parking Lot,1,0.0,57,Broker,0,10346.82413,4.0,Compact,18597.68927,23777.15147,0,39.69,-104.81
21904,26.0,M,1.0,72,32558.0,0,1,Own,Local,1,0.0,90,Online,0,6445.691086,9.0,Compact,20666.36335,4767.920127,0,41.71,-94.92
21147,47.0,M,1.0,81,38515.0,1,1,Own,Parking Lot,0,0.0,25,Phone,1,9062.972353,3.0,Compact,24234.2869,37988.99551,0,41.71,-94.92
16953,38.0,F,1.0,70,36377.0,0,0,Rent,Local,0,1.0,15,Phone,1,7138.114366,3.0,Compact,19689.25151,30045.26494,0,40.25,-79.93
25538,53.0,M,0.0,66,39728.0,0,1,Own,Local,0,1.0,90,Broker,1,4606.165289,9.0,Medium,18235.64694,7719.149001,0,39.69,-104.81
11174,29.0,F,0.0,65,33686.0,0,1,Rent,Parking Lot,0,0.0,19,Online,0,6031.453615,3.0,Medium,7865.046817,15547.63734,1,38.84,-77.44
27111,39.0,M,1.0,68,36635.0,0,1,Rent,Parking Lot,0,0.0,30,Broker,0,9826.411623,4.0,Compact,25374.58814,19329.06017,0,39.69,-104.81
6040,54.0,F,1.0,91,39880.0,1,1,Rent,Local,1,0.0,75,Broker,0,2184.281326,5.0,Large,25179.62933,11394.87437,0,39.94,-105.28
8673,40.0,M,1.0,51,36900.0,1,0,Own,Local,0,0.0,1,Broker,0,3250.613987,9.0,Medium,31551.2081,21352.18579,0,40.64,-79.84
18507,57.0,M,1.0,53,40422.0,1,0,Own,Local,1,0.0,0,Broker,1,6158.312969,3.0,Medium,6347.412122,25934.29176,0,40.59,-80.47
1288,42.0,F,1.0,73,37377.0,1,1,Rent,Highway,0,1.0,85,Broker,1,2466.504085,4.0,Medium,17047.40289,42198.19733,1,38.92,-77.35
970,39.0,M,0.0,39,36631.0,0,0,Own,Highway,0,1.0,2,Broker,1,5342.289411,4.0,Compact,10055.10195,19226.4305,1,42.02,-93.64
1575,25.0,M,1.0,72,32210.0,0,0,Rent,Local,1,0.0,41,Phone,0,4175.531163,2.0,Medium,34442.18212,21776.85994,1,42.03,-93.65
3438,71.0,M,1.0,82,42639.0,1,1,Own,Local,1,0.0,6,Broker,1,4261.096655,3.0,Large,29233.87166,50390.13238,0,39.88,-105.05
3851,48.0,F,1.0,61,38719.0,1,1,Own,Parking Lot,2,0.0,8,Broker,1,6503.15487,9.0,Medium,16900.76665,17666.75746,0,39.71,-104.22
16128,45.0,F,0.0,50,38066.0,1,0,Own,Local,2,0.0,16,Broker,1,7548.983182,4.0,Compact,29828.83433,14318.91681,0,39.94,-105.28
12110,25.0,M,1.0,85,32207.0,1,0,Rent,Local,1,0.0,92,Phone,1,5319.474128,6.0,Medium,46904.88223,16243.42318,0,39.13,-77.77
4088,41.0,F,0.0,80,37134.0,1,1,Own,Parking Lot,0,1.0,9,Broker,1,5507.478072,2.0,Compact,13847.76323,20502.46206,0,33.45,-112.06
22985,55.0,M,0.0,89,40076.0,1,1,Own,Parking Lot,2,1.0,15,Phone,0,7785.95641,3.0,Compact,20124.23935,42297.78591,0,40.61,-80.25
840,58.0,F,1.0,67,40609.0,0,1,Rent,Local,2,1.0,49,Broker,1,7163.436973,3.0,Large,24205.52838,25459.43919,0,38.77,-77.38
24727,56.0,M,1.0,54,40253.0,1,1,Own,Local,0,0.0,42,Broker,0,6864.915561,2.0,Medium,13281.20873,35152.35469,0,41.51,-93.48
12699,57.0,M,1.0,93,40436.0,1,1,Own,Parking Lot,1,0.0,38,Broker,1,5475.9197,3.0,Compact,37696.48008,23444.64222,0,38.84,-77.56
20274,37.0,F,0.0,77,36119.0,1,0,Own,Parking Lot,1,0.0,93,Broker,0,2915.808967,6.0,Large,33498.60958,43007.43993,0,38.97,-77.74
10373,46.0,M,1.0,59,38287.0,1,0,Rent,Local,0,1.0,91,Broker,0,5498.272424,9.0,Large,8482.247519,38134.49672,1,41.84,-94.42
4150,38.0,M,1.0,81,36359.0,0,1,Own,Parking Lot,0,0.0,50,Broker,1,7773.70634,6.0,Compact,14935.86164,15710.52041,0,33.32,-111.99
9280,49.0,M,1.0,63,38926.0,1,1,Own,Highway,1,0.0,92,Broker,1,2984.477847,6.0,Compact,10541.34432,22843.28166,0,38.74,-77.48
29394,43.0,M,1.0,21,37613.0,1,0,Own,Highway,1,1.0,95,Broker,1,7253.364041,11.0,Large,34410.17795,10654.04839,0,40.38,-80.39
19368,21.0,F,0.0,54,30432.0,0,0,Rent,Highway,2,0.0,0,Phone,1,2621.692025,3.0,Medium,27153.81014,22819.64971,0,41.72,-93.6
6208,32.0,M,1.0,85,34658.0,1,0,Own,Local,0,1.0,100,Phone,1,8227.316495,6.0,Large,24989.47004,32719.57726,0,42.01,-93.31
23421,28.0,M,1.0,85,33308.0,1,0,Own,Highway,3,0.0,50,Online,1,4634.873555,8.0,Medium,8467.200895,19055.57211,0,38.92,-77.35
7640,50.0,F,1.0,53,39119.0,1,1,Own,Local,0,0.0,40,Phone,0,3752.416511,5.0,Medium,34996.17126,21282.14991,0,39.36,-104.6
10794,38.0,M,1.0,94,36386.0,0,0,Own,Local,0,0.0,77,Broker,1,5391.257327,7.0,Large,19177.20788,13259.90282,0,41.2,-92.88
17128,44.0,M,0.0,67,37840.0,1,1,Own,Highway,0,0.0,43,Phone,1,8866.489462,1.0,Compact,18909.08215,45724.48455,0,40.27,-79.88
15958,73.0,M,1.0,80,42886.0,1,1,Own,Local,1,0.0,65,Online,1,5791.41425,4.0,Compact,24425.65173,18981.19666,0,33.5,-111.98
4775,51.0,M,1.0,70,39308.0,0,1,Own,Highway,0,0.0,49,Phone,0,5542.120638,7.0,Compact,25089.20038,30785.24784,1,40.38,-80.39
12499,50.0,M,0.0,83,39088.0,1,1,Rent,Parking Lot,0,0.0,97,Broker,1,4135.591983,3.0,Compact,11898.03156,27388.66481,0,33.45,-111.97
23390,34.0,F,0.0,68,35263.0,0,1,Own,Highway,0,0.0,67,Phone,1,2625.310878,6.0,Medium,16667.03305,18844.50396,1,33.5,-112.12
5889,35.0,F,1.0,89,35573.0,1,0,Own,Highway,0,0.0,97,Broker,0,1457.927221,5.0,Large,37839.50167,25492.94561,0,41.61,-94.02
15754,37.0,M,0.0,63,36109.0,1,1,Rent,Parking Lot,0,0.0,100,Phone,1,5108.596519,4.0,Medium,20305.541,7695.098699,0,39.69,-104.81
20356,43.0,M,1.0,79,37603.0,0,1,Own,Local,0,0.0,100,Phone,0,2118.704684,7.0,Medium,22080.1694,22080.5716,0,38.61,-77.64
16628,35.0,F,0.0,82,35537.0,0,1,Own,Local,2,0.0,62,Broker,1,3261.437826,5.0,Medium,6916.672512,22159.82299,0,33.46,-112.05
955,37.0,M,0.0,72,36097.0,1,1,Own,Parking Lot,0,0.0,9,Phone,1,2608.548101,6.0,Large,17389.80934,10627.83476,1,39.69,-104.81
950,57.0,M,1.0,93,40403.0,0,1,Rent,Parking Lot,0,0.0,60,Online,1,7417.649534,8.0,Medium,33350.80903,25544.42898,0,38.87,-77.85
19933,66.0,F,1.0,70,41888.0,1,1,Rent,Local,0,0.0,14,Phone,0,4029.829119,1.0,Compact,18017.40099,19319.3633,0,33.49,-112.28
5841,37.0,F,1.0,79,36112.0,1,0,Rent,Parking Lot,0,1.0,0,Broker,0,4596.750761,3.0,Compact,9217.910077,17603.86319,0,39.94,-105.06
691,45.0,M,1.0,77,38074.0,1,1,Own,Highway,0,0.0,92,Broker,1,9641.94029,6.0,Medium,44269.96866,15867.51203,0,42.05,-93.87
21417,53.0,F,1.0,87,39703.0,1,0,Rent,Local,0,1.0,87,Broker,0,8004.371158,3.0,Large,18965.0963,38449.44243,0,39.37,-104.85
1345,40.0,M,1.0,79,36892.0,0,0,Rent,Local,0,1.0,23,Broker,1,9874.80532,3.0,Medium,28497.35424,34319.38648,1,33.5,-112.14
10894,75.0,M,1.0,79,43179.0,1,1,Own,Local,2,1.0,49,Online,1,7122.75546,5.0,Compact,20763.86369,3751.724089,0,39.85,-105.13
15967,42.0,M,1.0,70,37376.0,0,1,Rent,Parking Lot,2,0.0,64,Phone,1,4485.880856,6.0,Large,38107.78634,10882.12578,0,40.13,-79.9
1482,54.0,F,1.0,91,39884.0,1,0,Own,Local,0,1.0,1,Broker,0,2667.415619,3.0,Compact,14749.99019,8464.265795,0,42.51,-93.37
