,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,latitude,longitude,claim_year,claim_month,claim_day,claim_weekofyear,claim_weekday,claim_weekend,elapsed_time,rating_per_claim
1278,2116,51.0,F,1.0,81,39322.0,1,1,Own,20109,2016-01-20,Local,0,1.0,61,Phone,0,5767.568833,6.0,Compact,37708.93605,black,9765.267582999999,0,38.79,-77.53,2016,1,20,3,2,0,712,81.0
1279,2117,38.0,M,1.0,39,36371.0,1,1,Own,15022,2015-10-24,Local,0,0.0,79,Phone,0,4865.663388,4.0,Large,16252.23692,other,16742.963219999998,0,40.13,-79.9,2015,10,24,43,5,1,800,39.0
1280,2120,41.0,F,0.0,97,37140.0,1,1,Own,85033,2015-07-02,Highway,0,0.0,93,Phone,0,10258.12768,5.0,Large,15975.21185,gray,11302.58462,0,33.49,-112.21,2015,7,2,27,3,0,914,97.0
1281,2121,34.0,F,0.0,81,35272.0,1,0,Own,20137,2015-09-13,Local,0,0.0,74,Phone,0,4907.014951,8.0,Compact,31411.28817,black,12019.18821,0,38.81,-77.72,2015,9,13,37,6,1,841,81.0
1282,2122,47.0,F,1.0,79,38507.0,0,1,Own,20139,2015-08-31,Highway,0,1.0,50,Broker,0,3026.625801,9.0,Compact,41251.61279,silver,27818.0648,0,38.66,-77.7,2015,8,31,36,0,0,854,79.0
1283,2124,47.0,M,1.0,63,38504.0,1,1,Own,85010,2015-04-17,Parking Lot,2,1.0,7,Phone,1,6016.712342,4.0,Large,21770.94375,silver,14054.73886,0,33.46,-111.98,2015,4,17,16,4,0,990,21.0
1284,2126,47.0,F,1.0,82,38507.0,1,0,Own,80106,2015-01-16,Parking Lot,0,1.0,3,Broker,0,2545.7211850000003,5.0,Compact,29413.825719999997,black,19515.25578,0,39.22,-104.53,2015,1,16,3,4,0,1081,82.0
1285,2129,54.0,M,0.0,82,39889.0,1,1,Own,80030,2015-01-22,Parking Lot,0,0.0,50,Online,0,4949.88656,3.0,Medium,28989.36912,silver,27897.11115,0,39.83,-105.04,2015,1,22,4,3,0,1075,82.0
1286,2130,35.0,M,1.0,80,35568.0,1,0,Rent,20155,2016-04-23,Local,0,0.0,65,Phone,0,9828.402362,5.0,Medium,26804.19692,black,22448.966519999998,0,38.79,-77.61,2016,4,23,16,5,1,618,80.0
1287,2133,37.0,M,0.0,86,36123.0,0,0,Rent,50007,2015-12-25,Local,1,0.0,77,Broker,1,4162.979764,4.0,Medium,28690.974410000003,other,30341.3979,1,41.81,-93.61,2015,12,25,52,4,0,738,43.0
1288,2134,57.0,F,0.0,87,40430.0,0,1,Own,80014,2015-02-16,Local,0,1.0,67,Broker,1,4002.7752530000002,9.0,Large,12551.34475,black,12697.21052,0,39.66,-104.84,2015,2,16,8,0,0,1050,87.0
1289,2135,46.0,F,1.0,58,38302.0,0,0,Own,15021,2015-12-09,Parking Lot,0,0.0,46,Phone,1,6409.001235,7.0,Compact,7439.536504000001,other,20394.36644,0,40.38,-80.39,2015,12,9,50,2,0,754,58.0
1290,2136,34.0,M,1.0,90,35285.0,1,0,Rent,15022,2016-06-27,Highway,1,1.0,50,Broker,1,4178.857682,3.0,Medium,32367.879210000003,other,22100.541080000003,0,40.13,-79.9,2016,6,27,26,0,0,553,45.0
1291,2138,49.0,M,1.0,47,38912.0,1,1,Rent,80020,2016-08-12,Local,0,0.0,100,Online,0,4263.922354,4.0,Compact,10485.84715,black,24599.58055,0,39.94,-105.06,2016,8,12,32,4,0,507,47.0
1292,2139,35.0,F,1.0,90,35569.0,1,1,Own,15025,2016-11-12,Parking Lot,0,0.0,42,Phone,0,8324.52325,1.0,Large,35616.55101,silver,12349.1839,0,40.29,-79.88,2016,11,12,45,5,1,415,90.0
1293,2140,53.0,M,1.0,74,39696.0,0,0,Own,20140,2016-11-19,Highway,0,0.0,74,Broker,1,3344.735572,3.0,Compact,43522.12767,red,13176.87167,0,38.81,-77.9,2016,11,19,46,5,1,408,74.0
1294,2141,59.0,F,1.0,68,40778.0,1,1,Rent,80016,2015-05-14,Parking Lot,1,0.0,91,Broker,1,6356.785948,2.0,Compact,39890.90645,silver,16159.619180000002,0,39.6,-104.71,2015,5,14,20,3,0,963,34.0
1295,2144,58.0,M,1.0,69,40604.0,0,1,Own,20165,2015-04-21,Local,1,0.0,74,Broker,1,1909.4194059999998,7.0,Large,16883.984640000002,blue,25883.31801,0,39.06,-77.39,2015,4,21,17,1,0,986,34.5
1296,2146,58.0,F,1.0,69,40584.0,1,1,Own,85042,2015-05-26,Local,1,0.0,96,Broker,0,9239.75324,4.0,Compact,19524.604209999998,silver,10869.91823,1,33.37,-112.03,2015,5,26,22,1,0,951,34.5
1297,2147,45.0,F,1.0,92,38066.0,1,0,Own,20101,2015-05-13,Highway,0,1.0,62,Online,0,4400.194506,5.0,Compact,24627.52957,red,19711.50191,0,38.92,-77.35,2015,5,13,20,2,0,964,92.0
1298,2149,54.0,M,0.0,65,39905.0,0,1,Rent,80109,2015-02-18,Local,0,1.0,45,Phone,0,7390.5557739999995,4.0,Large,25997.59418,red,21418.87052,0,39.36,-104.9,2015,2,18,8,2,0,1048,65.0
1299,2151,50.0,M,0.0,69,39140.0,1,1,Own,20135,2015-07-15,Parking Lot,4,0.0,100,Phone,1,3696.809426,4.0,Medium,30690.75283,blue,21187.83338,0,39.11,-77.83,2015,7,15,29,2,0,901,13.8
1300,2152,32.0,F,1.0,84,34648.0,0,1,Rent,80005,2015-08-19,Parking Lot,0,1.0,73,Broker,0,5396.525414,3.0,Compact,50441.796760000005,blue,17431.417390000002,0,39.85,-105.13,2015,8,19,34,2,0,866,84.0
1301,2157,45.0,M,1.0,64,38063.0,1,0,Own,20103,2016-07-03,Local,0,0.0,89,Broker,0,8210.448088,8.0,Large,2864.525591,black,15058.428269999999,0,38.92,-77.35,2016,7,3,26,6,1,547,64.0
1302,2158,49.0,M,1.0,79,38936.0,0,0,Own,85064,2016-06-23,Local,1,0.0,100,Broker,1,2194.443992,5.0,Compact,25763.9382,other,25492.35799,0,33.5,-112.03,2016,6,23,25,3,0,557,39.5
1303,2159,54.0,F,1.0,79,39880.0,1,0,Own,80022,2015-11-03,Parking Lot,3,0.0,25,Broker,1,6034.645449000001,2.0,Large,46244.3701,red,26003.55395,0,39.88,-104.8,2015,11,3,45,1,0,790,19.75
1304,2160,92.0,M,1.0,77,45205.0,1,0,Rent,15025,2015-01-25,Parking Lot,3,0.0,1,Broker,1,8231.419321,4.0,Compact,15201.76245,red,35668.436480000004,0,40.29,-79.88,2015,1,25,4,6,1,1072,19.25
1305,2161,29.0,M,0.0,60,33669.0,1,1,Rent,50047,2015-05-20,Local,3,1.0,51,Online,1,5669.870094,9.0,Compact,7058.646723999999,silver,8667.464867,0,41.51,-93.48,2015,5,20,21,2,0,957,15.0
1306,2163,39.0,F,1.0,80,36635.0,1,0,Own,50044,2015-04-03,Parking Lot,0,0.0,100,Broker,1,5493.942882,5.0,Large,23032.61162,white,23510.2022,0,41.2,-92.88,2015,4,3,14,4,0,1004,80.0
1307,2164,63.0,M,1.0,70,41452.0,1,1,Rent,80045,2016-08-13,Local,0,0.0,81,Broker,0,4568.216641,2.0,Medium,18154.838669999997,other,24596.533919999998,0,39.75,-104.84,2016,8,13,32,5,1,506,70.0
1308,2170,47.0,F,1.0,81,38505.0,1,0,Rent,15025,2015-12-18,Parking Lot,0,1.0,1,Broker,1,4950.80757,3.0,Medium,23893.051059999998,white,10508.690359999999,0,40.29,-79.88,2015,12,18,51,4,0,745,81.0
1309,2174,34.0,M,1.0,93,35258.0,1,1,Own,80007,2015-12-10,Local,2,0.0,85,Broker,0,4972.185814,6.0,Compact,15829.253019999998,silver,20587.24121,0,39.86,-105.19,2015,12,10,50,3,0,753,31.0
1310,2175,56.0,M,1.0,74,40257.0,1,0,Rent,80003,2015-01-26,Local,0,1.0,9,Broker,0,6678.417349,3.0,Large,27086.62924,silver,11170.03297,0,39.83,-105.06,2015,1,26,5,0,0,1071,74.0
1311,2176,53.0,M,0.0,62,39707.0,1,1,Rent,80102,2015-07-27,Highway,2,0.0,66,Phone,1,5735.574137,6.0,Medium,25374.1734,gray,37291.10888,1,39.75,-104.42,2015,7,27,31,0,0,889,20.666666666666668
1312,2178,39.0,F,1.0,77,36641.0,0,1,Own,80003,2016-09-30,Local,1,0.0,51,Broker,0,3649.0920159999996,6.0,Compact,29965.598319999997,red,41658.05085,0,39.83,-105.06,2016,9,30,39,4,0,458,38.5
1313,2180,47.0,F,1.0,57,38505.0,1,0,Own,15022,2015-11-22,Highway,2,1.0,20,Broker,0,5701.584106,8.0,Medium,24013.69949,red,29259.698969999998,1,40.13,-79.9,2015,11,22,47,6,1,771,19.0
1314,2184,31.0,F,1.0,80,34364.0,1,1,Own,85062,2015-10-08,Local,0,1.0,0,Broker,0,4824.004623,6.0,Medium,9410.277379000001,other,9901.308547,0,33.46,-111.98,2015,10,8,41,3,0,816,80.0
1315,2185,41.0,F,1.0,90,37128.0,1,0,Own,85017,2015-01-29,Parking Lot,0,0.0,100,Broker,0,2270.5150350000004,4.0,Large,37915.89678,other,34823.86361,0,33.5,-112.12,2015,1,29,5,3,0,1068,90.0
1316,2186,55.0,F,1.0,11,40063.0,1,0,Rent,80105,2015-06-25,Parking Lot,1,1.0,5,Phone,1,5483.476772,5.0,Compact,31825.482210000002,red,21562.213040000002,0,39.61,-104.04,2015,6,25,26,3,0,921,5.5
1317,2187,47.0,F,0.0,85,38501.0,0,1,Own,85065,2015-02-11,Highway,0,0.0,88,Broker,0,4786.118474,3.0,Compact,13361.04289,silver,11669.39673,1,33.43,-112.05,2015,2,11,7,2,0,1055,85.0
1318,2188,56.0,F,0.0,53,40264.0,1,1,Own,85005,2015-08-24,Local,1,0.0,46,Broker,1,4437.988635,4.0,Compact,15464.87957,white,47268.212719999996,0,33.44,-112.12,2015,8,24,35,0,0,861,26.5
1319,2189,39.0,M,1.0,90,36640.0,0,0,Own,15042,2016-11-26,Parking Lot,0,0.0,32,Broker,0,8315.87622,1.0,Medium,36365.67479,black,4208.538681,0,40.68,-80.25,2016,11,26,47,5,1,401,90.0
1320,2190,29.0,F,0.0,75,33669.0,0,0,Rent,80014,2016-10-31,Parking Lot,0,0.0,100,Online,1,7205.852016,6.0,Large,28940.31261,white,27482.281389999996,0,39.66,-104.84,2016,10,31,44,0,0,427,75.0
1321,2191,55.0,F,0.0,64,40068.0,0,0,Own,80042,2015-02-05,Highway,0,1.0,100,Broker,1,3821.150271,2.0,Compact,17756.348159999998,red,22473.01551,0,39.69,-104.81,2015,2,5,6,3,0,1061,64.0
1322,2192,43.0,F,1.0,82,37613.0,1,0,Own,20148,2015-02-08,Highway,2,0.0,50,Online,1,6350.964582,4.0,Medium,18923.28856,silver,8084.463006,0,39.0,-77.52,2015,2,8,6,6,1,1058,27.333333333333332
1323,2193,45.0,M,1.0,73,38078.0,1,1,Own,15021,2016-08-24,Parking Lot,1,0.0,93,Phone,1,4934.958157,4.0,Large,59774.69277,gray,22712.27452,0,40.38,-80.39,2016,8,24,34,2,0,495,36.5
1324,2194,48.0,M,0.0,87,38706.0,1,1,Own,15021,2016-10-06,Parking Lot,0,0.0,21,Broker,1,4925.25947,6.0,Large,12987.291000000001,white,21474.17679,0,40.38,-80.39,2016,10,6,40,3,0,452,87.0
1325,2195,34.0,M,1.0,91,35280.0,0,1,Own,20105,2015-01-02,Local,0,0.0,39,Broker,0,5065.934885000001,6.0,Compact,22990.69086,white,22385.9933,0,38.97,-77.64,2015,1,2,1,4,0,1095,91.0
1326,2198,53.0,M,1.0,77,39700.0,1,1,Own,15035,2016-01-29,Parking Lot,0,0.0,76,Online,0,5948.041268999999,7.0,Large,19600.99227,silver,28961.07888,0,40.38,-79.81,2016,1,29,4,4,0,703,77.0
1327,2201,45.0,F,0.0,96,38066.0,1,1,Rent,50014,2016-10-06,Parking Lot,0,0.0,100,Phone,0,3266.626605,6.0,Medium,20228.15712,black,25630.4869,0,42.05,-93.69,2016,10,6,40,3,0,452,96.0
1328,2202,69.0,M,1.0,75,42350.0,0,0,Rent,50047,2016-04-30,Local,0,0.0,94,Phone,1,1682.225791,4.0,Compact,12062.6594,silver,15014.4343,0,41.51,-93.48,2016,4,30,17,5,1,611,75.0
1329,2203,55.0,F,1.0,66,40093.0,1,1,Own,85065,2015-11-08,Local,0,0.0,5,Broker,0,2581.5913800000003,3.0,Compact,13316.06827,gray,5778.885503,0,33.43,-112.05,2015,11,8,45,6,1,785,66.0
1330,2204,45.0,M,1.0,80,38058.0,1,0,Rent,15035,2015-11-19,Highway,0,0.0,49,Broker,0,1595.680032,7.0,Medium,31642.87278,gray,20992.908180000002,0,40.38,-79.81,2015,11,19,47,3,0,774,80.0
1331,2205,36.0,M,1.0,80,35831.0,1,0,Own,85077,2016-06-30,Local,0,0.0,70,Broker,1,9030.821523,3.0,Medium,45610.02252,white,20705.22518,0,33.45,-111.97,2016,6,30,26,3,0,550,80.0
1332,2206,46.0,M,0.0,85,38296.0,1,1,Rent,50050,2016-12-18,Local,0,0.0,49,Broker,1,1509.5345949999999,3.0,Compact,20457.94631,white,36712.14393,0,42.15,-94.47,2016,12,18,50,6,1,379,85.0
1333,2207,62.0,F,0.0,73,41274.0,1,1,Own,85036,2015-08-28,Parking Lot,0,0.0,53,Broker,0,6507.525468,3.0,Compact,18232.71513,white,26603.67567,0,33.63,-112.15,2015,8,28,35,4,0,857,73.0
1334,2209,42.0,M,1.0,92,37381.0,0,0,Own,85055,2015-04-10,Local,0,0.0,84,Phone,0,3324.099327,4.0,Medium,7503.295759999999,blue,17425.951230000002,0,33.45,-111.97,2015,4,10,15,4,0,997,92.0
1335,2210,37.0,M,1.0,76,36100.0,0,0,Rent,80002,2016-05-17,Local,1,0.0,68,Broker,1,4532.1564149999995,9.0,Large,11924.97503,white,28916.9445,0,39.79,-105.11,2016,5,17,20,1,0,594,38.0
1336,2213,80.0,M,1.0,84,43814.0,0,1,Rent,85075,2015-09-22,Parking Lot,0,0.0,17,Broker,1,5384.368909000001,5.0,Large,20012.52838,gray,20281.70031,0,33.49,-112.21,2015,9,22,39,1,0,832,84.0
1337,2216,30.0,M,0.0,91,34029.0,1,0,Own,50029,2016-09-07,Parking Lot,2,0.0,100,Broker,1,4556.562818,6.0,Compact,28536.00761,black,24554.70808,0,41.85,-94.55,2016,9,7,36,2,0,481,30.333333333333332
1338,2217,30.0,M,0.0,46,34009.0,1,1,Own,85071,2015-09-22,Highway,0,1.0,98,Broker,0,4476.43584,4.0,Compact,19402.80507,red,31750.149589999997,0,33.59,-112.11,2015,9,22,39,1,0,832,46.0
1339,2218,56.0,F,1.0,63,40251.0,1,1,Own,20143,2016-04-12,Parking Lot,2,0.0,100,Phone,1,6829.380305,8.0,Compact,27228.39893,white,33787.4952,0,38.84,-77.56,2016,4,12,15,1,0,629,21.0
1340,2219,34.0,F,0.0,51,35271.0,1,0,Rent,85082,2015-11-13,Parking Lot,2,0.0,77,Phone,1,1682.4003050000001,2.0,Large,16048.02035,gray,9455.052229,0,33.46,-111.98,2015,11,13,46,4,0,780,17.0
1341,2223,49.0,F,0.0,83,38911.0,1,1,Own,85037,2015-03-22,Local,0,0.0,1,Online,0,4405.221913,4.0,Large,15730.53111,gray,20018.40749,0,33.48,-112.25,2015,3,22,12,6,1,1016,83.0
1342,2226,58.0,M,1.0,79,40599.0,1,1,Own,85010,2016-02-23,Local,0,0.0,15,Broker,1,3555.069947,2.0,Medium,6687.73222,white,17062.91216,0,33.46,-111.98,2016,2,23,8,1,0,678,79.0
1343,2227,55.0,M,1.0,72,40080.0,0,0,Rent,15021,2015-03-16,Highway,0,1.0,39,Broker,0,4379.909764,5.0,Compact,7308.088723000001,red,13208.23162,1,40.38,-80.39,2015,3,16,12,0,0,1022,72.0
1344,2228,54.0,F,1.0,90,39885.0,1,1,Own,85082,2015-03-05,Local,2,0.0,44,Online,1,3016.62137,8.0,Large,31964.373310000003,silver,23129.70573,0,33.46,-111.98,2015,3,5,10,3,0,1033,30.0
1345,2230,46.0,F,0.0,75,38269.0,0,1,Own,15035,2016-08-11,Highway,0,0.0,48,Broker,0,5524.436008,7.0,Compact,33724.43915,red,13543.19828,1,40.38,-79.81,2016,8,11,32,3,0,508,75.0
1346,2231,52.0,M,0.0,86,39493.0,1,0,Own,20152,2015-09-15,Local,1,0.0,0,Phone,1,4088.9742869999995,8.0,Medium,25630.981490000002,white,39521.26686,0,38.92,-77.5,2015,9,15,38,1,0,839,43.0
1347,2232,55.0,M,0.0,76,40074.0,1,1,Rent,85027,2016-09-10,Parking Lot,0,0.0,3,Broker,1,6916.018870999999,5.0,Medium,10469.03309,other,37157.96097,0,33.68,-112.09,2016,9,10,36,5,1,478,76.0
1348,2233,37.0,F,1.0,65,36111.0,1,0,Own,80012,2016-05-15,Highway,1,1.0,12,Phone,1,1764.80362,10.0,Large,30222.39609,blue,32143.40675,1,39.69,-104.81,2016,5,15,19,6,1,596,32.5
1349,2235,45.0,M,1.0,32,38061.0,1,1,Own,50025,2015-03-16,Local,2,0.0,0,Broker,0,3124.216423,4.0,Medium,24930.61505,gray,41578.88886,0,41.71,-94.92,2015,3,16,12,0,0,1022,10.666666666666666
1350,2236,58.0,F,0.0,81,40603.0,0,0,Own,50059,2016-04-24,Local,0,0.0,21,Broker,0,5370.730087,9.0,Medium,46705.49739,blue,19160.24487,0,41.89,-94.33,2016,4,24,16,6,1,617,81.0
1351,2237,35.0,M,1.0,51,35551.0,1,1,Rent,80037,2016-06-22,Local,3,1.0,2,Broker,1,5612.451661,9.0,Compact,30228.22175,silver,19463.3133,0,39.86,-104.86,2016,6,22,25,2,0,558,12.75
1352,2239,47.0,F,1.0,56,38507.0,1,1,Rent,50048,2016-05-11,Local,2,0.0,49,Broker,0,3262.132566,4.0,Compact,21042.3835,silver,11483.380509999999,1,41.5,-94.52,2016,5,11,19,2,0,600,18.666666666666668
1353,2240,37.0,M,1.0,81,36098.0,1,0,Own,20132,2016-01-04,Highway,2,0.0,4,Broker,1,5544.332728,6.0,Compact,20225.31755,silver,36753.88342,1,39.13,-77.71,2016,1,4,1,0,0,728,27.0
1354,2241,24.0,F,1.0,85,31787.0,1,1,Rent,50025,2015-04-06,Parking Lot,1,0.0,4,Online,0,6695.087972,3.0,Large,29182.66371,white,41329.612010000004,0,41.71,-94.92,2015,4,6,15,0,0,1001,42.5
1355,2243,49.0,M,0.0,13,38912.0,1,1,Own,85010,2016-06-07,Local,0,1.0,93,Broker,0,6439.578013,4.0,Medium,27584.024589999997,gray,51349.22965,0,33.46,-111.98,2016,6,7,23,1,0,573,13.0
1356,2244,35.0,M,1.0,82,35545.0,1,1,Own,80014,2016-12-21,Parking Lot,0,0.0,50,Broker,1,2510.278124,7.0,Compact,10537.20136,other,10247.16727,0,39.66,-104.84,2016,12,21,51,2,0,376,82.0
1357,2246,38.0,F,1.0,85,36382.0,1,1,Own,50039,2016-09-07,Highway,2,1.0,91,Broker,1,3669.8731420000004,7.0,Compact,29898.65052,gray,23246.80304,1,41.85,-94.01,2016,9,7,36,2,0,481,28.333333333333332
1358,2253,49.0,M,1.0,72,38925.0,1,1,Own,85077,2015-02-25,Parking Lot,0,0.0,50,Phone,0,3281.776175,6.0,Large,33594.78237,silver,10096.02065,0,33.45,-111.97,2015,2,25,9,2,0,1041,72.0
1359,2257,57.0,M,1.0,85,40431.0,1,1,Own,15012,2015-11-13,Highway,0,1.0,68,Broker,1,6952.592372,4.0,Compact,18404.92565,red,15478.63629,0,40.12,-79.86,2015,11,13,46,4,0,780,85.0
1360,2259,34.0,F,1.0,84,35265.0,1,0,Own,80015,2016-02-22,Highway,1,0.0,64,Online,0,6889.536795999999,5.0,Medium,27980.469460000004,black,13376.39902,0,39.63,-104.78,2016,2,22,8,0,0,679,42.0
1361,2260,34.0,F,0.0,86,35268.0,1,1,Own,50033,2016-05-28,Parking Lot,0,0.0,99,Broker,1,6736.885423999999,5.0,Compact,9352.019575,silver,15382.50458,0,41.36,-93.79,2016,5,28,21,5,1,583,86.0
1362,2261,42.0,F,1.0,78,37387.0,1,0,Own,15025,2016-05-28,Parking Lot,2,1.0,50,Broker,1,2307.002305,6.0,Medium,22516.5969,gray,7706.8761030000005,0,40.29,-79.88,2016,5,28,21,5,1,583,26.0
1363,2262,52.0,M,1.0,86,39535.0,1,1,Own,50020,2015-12-01,Highway,0,0.0,1,Broker,1,4687.423686,6.0,Medium,17619.865469999997,blue,12782.87947,1,41.44,-94.76,2015,12,1,49,1,0,762,86.0
1364,2263,70.0,M,1.0,78,42492.0,1,0,Rent,85010,2015-08-10,Local,0,0.0,6,Phone,1,5771.122125,6.0,Compact,18776.45793,blue,40292.559089999995,0,33.46,-111.98,2015,8,10,33,0,0,875,78.0
1365,2264,36.0,F,0.0,46,35837.0,1,0,Rent,85002,2016-11-14,Local,4,1.0,64,Broker,1,5767.747858,4.0,Compact,32705.32667,gray,9670.505801000001,1,33.45,-112.06,2016,11,14,46,0,0,413,9.2
1366,2268,62.0,M,0.0,33,41279.0,1,0,Rent,80007,2016-10-29,Local,0,0.0,100,Phone,1,7609.143928,3.0,Medium,44026.25455,blue,35259.61395,0,39.86,-105.19,2016,10,29,43,5,1,429,33.0
1367,2269,24.0,M,1.0,77,31776.0,1,0,Rent,85067,2015-05-26,Parking Lot,0,0.0,93,Online,0,5623.138874,8.0,Large,29332.835160000002,other,31002.70642,0,33.5,-112.08,2015,5,26,22,1,0,951,77.0
1368,2270,43.0,F,0.0,78,37612.0,1,1,Own,85010,2015-06-08,Local,0,1.0,2,Broker,1,8885.489479,3.0,Large,66671.13216000001,other,21285.50332,1,33.46,-111.98,2015,6,8,24,0,0,938,78.0
1369,2272,46.0,M,1.0,45,38304.0,0,1,Own,85066,2015-01-11,Highway,1,1.0,40,Phone,1,1816.820257,5.0,Compact,25098.96485,blue,31712.44366,0,33.39,-112.03,2015,1,11,2,6,1,1086,22.5
1370,2273,31.0,M,0.0,89,34336.0,1,0,Own,80011,2015-10-25,Local,0,0.0,79,Broker,1,1952.422922,5.0,Medium,37392.29122,white,10056.544020000001,0,39.74,-104.78,2015,10,25,43,6,1,799,89.0
1371,2274,55.0,F,1.0,74,40077.0,0,1,Own,85062,2016-05-31,Local,0,0.0,5,Phone,0,3373.6544619999995,2.0,Medium,12695.26344,blue,12881.54176,1,33.46,-111.98,2016,5,31,22,1,0,580,74.0
1372,2275,31.0,M,1.0,33,34343.0,1,0,Rent,20165,2015-06-25,Local,0,0.0,97,Phone,1,5395.504624,3.0,Large,6741.691434,black,40380.27123,0,39.06,-77.39,2015,6,25,26,3,0,921,33.0
1373,2276,22.0,M,0.0,91,30906.0,1,0,Rent,15019,2016-12-30,Parking Lot,0,0.0,100,Phone,0,1008.390862,5.0,Compact,20152.84418,red,26106.1157,0,40.42,-80.35,2016,12,30,52,4,0,367,91.0
1374,2277,29.0,F,1.0,81,33660.0,1,1,Own,85002,2016-03-23,Parking Lot,1,0.0,14,Online,1,2696.007925,6.0,Compact,20297.977890000002,blue,35130.1173,0,33.45,-112.06,2016,3,23,12,2,0,649,40.5
1375,2279,61.0,F,0.0,86,41117.0,1,0,Own,85001,2015-03-09,Parking Lot,3,1.0,32,Broker,1,4795.26105,2.0,Large,20602.217230000002,red,21784.30992,0,33.45,-112.06,2015,3,9,11,0,0,1029,21.5
1376,2281,42.0,F,0.0,94,37372.0,0,1,Own,85011,2016-05-31,Local,0,0.0,99,Broker,0,5920.888849,13.0,Compact,19531.52263,blue,26073.13193,0,33.5,-112.05,2016,5,31,22,1,0,580,94.0
1377,2282,32.0,M,0.0,25,34650.0,1,1,Rent,85062,2016-06-28,Local,2,1.0,21,Broker,1,2800.54806,4.0,Large,34734.21174,black,12530.39147,0,33.46,-111.98,2016,6,28,26,1,0,552,8.333333333333334
1378,2283,40.0,M,1.0,66,36879.0,0,1,Rent,15001,2015-04-22,Parking Lot,1,0.0,55,Phone,1,3934.216833,2.0,Compact,24519.23273,white,10417.38006,0,40.61,-80.25,2015,4,22,17,2,0,985,33.0
1379,2284,67.0,M,1.0,78,42034.0,0,0,Own,85015,2016-04-21,Parking Lot,0,1.0,65,Phone,0,7272.387078,7.0,Large,19241.4481,red,16284.54794,0,33.5,-112.1,2016,4,21,16,3,0,620,78.0
1380,2286,31.0,M,1.0,72,34364.0,1,1,Own,15022,2015-04-28,Local,0,0.0,29,Phone,1,1763.2589449999998,1.0,Large,28255.083010000002,black,20116.54756,0,40.13,-79.9,2015,4,28,18,1,0,979,72.0
1381,2287,56.0,F,1.0,82,40260.0,0,1,Own,85069,2015-08-12,Highway,1,1.0,35,Phone,1,4214.042925,7.0,Medium,15686.455909999999,other,37087.33311,0,33.56,-112.09,2015,8,12,33,2,0,873,41.0
1382,2288,55.0,F,1.0,80,40077.0,1,1,Own,80044,2015-03-08,Local,0,0.0,50,Broker,0,5437.157709,8.0,Compact,13551.54433,white,8609.070653,1,39.69,-104.81,2015,3,8,10,6,1,1030,80.0
1383,2289,32.0,F,0.0,46,34674.0,0,1,Own,50013,2015-09-12,Parking Lot,0,0.0,0,Broker,1,3801.837007,8.0,Large,27225.55526,red,40814.65935,1,42.02,-93.62,2015,9,12,37,5,1,842,46.0
1384,2290,44.0,M,1.0,90,37847.0,1,0,Own,85023,2016-02-17,Local,0,0.0,50,Broker,1,4070.117214,8.0,Medium,17262.68503,gray,21284.910480000002,0,33.63,-112.09,2016,2,17,7,2,0,684,90.0
1385,2291,38.0,M,1.0,79,36397.0,1,1,Own,50037,2016-07-20,Local,2,1.0,73,Online,1,5491.0964189999995,7.0,Compact,27635.3024,black,18616.85839,0,42.05,-93.87,2016,7,20,29,2,0,530,26.333333333333332
1386,2298,47.0,F,0.0,77,38504.0,1,1,Own,80107,2015-09-14,Parking Lot,0,0.0,60,Broker,1,5415.500056,4.0,Large,13226.53147,silver,42883.44187,0,39.36,-104.6,2015,9,14,38,0,0,840,77.0
1387,2302,30.0,F,1.0,71,34010.0,1,1,Own,50054,2015-01-28,Local,0,0.0,17,Broker,1,6989.090187000001,4.0,Large,18199.54635,gray,24322.919469999997,0,41.67,-93.24,2015,1,28,5,2,0,1069,71.0
1388,2303,41.0,M,0.0,65,37118.0,1,1,Own,80022,2015-08-08,Parking Lot,0,,4,Broker,1,6943.894670000001,6.0,Medium,18580.68058,white,41497.37295,0,39.88,-104.8,2015,8,8,32,5,1,877,65.0
1389,2304,38.0,M,1.0,79,36402.0,0,1,Rent,85012,2015-11-29,Local,0,1.0,29,Phone,0,5497.914809000001,3.0,Large,29794.62508,blue,16859.23306,0,33.5,-112.07,2015,11,29,48,6,1,764,79.0
1390,2306,49.0,F,1.0,63,38906.0,1,0,Own,80004,2015-06-15,Local,0,1.0,96,Broker,1,5057.266629,7.0,Compact,47931.606289999996,white,15202.726999999999,0,39.82,-105.1,2015,6,15,25,0,0,931,63.0
1391,2307,40.0,M,0.0,56,36891.0,1,0,Own,15003,2015-04-25,Local,0,0.0,87,Broker,0,3148.187917,6.0,Medium,20401.22893,black,18881.91307,0,40.59,-80.22,2015,4,25,17,5,1,982,56.0
1392,2313,51.0,F,1.0,37,39311.0,0,0,Own,50047,2015-01-06,Highway,0,0.0,39,Broker,0,1899.413106,3.0,Compact,48518.89263,white,22998.65668,0,41.51,-93.48,2015,1,6,2,1,0,1091,37.0
